1,0.042,0.023,0.011
1,0.037,0.021,0.010
1,0.038,0.022,0.010
1,0.036,0.021,0.010
1,0.036,0.021,0.010
1,0.037,0.021,0.009
1,0.037,0.021,0.010
1,0.037,0.021,0.009
1,0.037,0.021,0.009
1,0.037,0.021,0.009
10,0.037,0.021,0.009
10,0.037,0.021,0.010
10,0.037,0.021,0.010
10,0.037,0.021,0.010
10,0.037,0.021,0.010
10,0.037,0.021,0.009
10,0.037,0.021,0.009
10,0.037,0.021,0.009
10,0.037,0.021,0.009
10,0.037,0.021,0.010
20,0.037,0.021,0.009
20,0.036,0.020,0.009
20,0.038,0.021,0.010
20,0.037,0.021,0.009
20,0.036,0.021,0.009
20,0.036,0.020,0.009
20,0.036,0.021,0.009
20,0.036,0.021,0.009
20,0.036,0.021,0.009
20,0.037,0.021,0.009
30,0.037,0.021,0.010
30,0.036,0.020,0.009
30,0.036,0.021,0.009
30,0.037,0.021,0.010
30,0.037,0.021,0.010
30,0.037,0.021,0.009
30,0.037,0.021,0.010
30,0.037,0.021,0.010
30,0.036,0.020,0.009
30,0.036,0.021,0.009
40,0.036,0.021,0.009
40,0.036,0.020,0.009
40,0.035,0.020,0.009
40,0.035,0.020,0.009
40,0.037,0.021,0.009
40,0.036,0.021,0.009
40,0.036,0.020,0.009
40,0.036,0.020,0.009
40,0.036,0.021,0.009
40,0.035,0.020,0.009
